petroMag_r,fiberMag_r,modelMag_r,cModelMag_r,extinction_r,objid
13.85672,16.34754,13.81655,13.81655,0.1024268,1237654879668338812
15.58597,17.48975,15.62903,15.52244,0.1154622,1237654879668273354
17.15937,18.5975,16.98533,17.03189,0.1158817,1237654879667617934
15.56642,17.44029,15.33756,15.42286,0.1223789,1237654879667552429
17.69886,19.24049,17.73017,17.63229,0.1112178,1237654879667552298
14.75686,16.59512,14.79522,14.79522,0.1119255,1237654879667552297
17.6448,18.56883,17.54786,17.54786,0.1112763,1237654879667486952
14.81343,16.59752,14.69834,14.72293,0.1118786,1237654879667486762
13.36528,17.08136,13.0191,13.15817,0.07562625,1237654879665586216
15.40216,16.91133,15.24967,15.30812,0.07365572,1237654879665586208
12.71823,16.25848,12.44933,12.51113,0.07583132,1237654879665586207
14.33603,16.09843,14.25854,14.25965,0.08424319,1237654879664799895
12.88883,15.81485,12.81185,12.81185,0.1065881,1237654879130222725
15.50075,17.33621,15.35383,15.42685,0.1007757,1237654879130157270
14.86585,16.62604,14.73623,14.76452,0.1004291,1237654879130157152
13.38005,15.85931,13.22326,13.22327,0.103576,1237654879130091648
13.42168,16.24972,13.37304,13.39208,0.07199936,1237654879128584347
14.46634,17.53227,14.44901,14.4426,0.05990957,1237654879122882724
14.35664,16.3661,14.28598,14.29351,0.05486897,1237654879122882595
14.81512,17.38251,14.81752,14.78288,0.06849465,1237654879118229640
15.50968,17.20288,15.53333,15.46761,0.06824465,1237654879118229530
13.63891,16.63064,13.50907,13.56411,0.1471769,1237654670812774584
13.9286,16.59275,13.74364,13.77517,0.1258603,1237654669739884742
14.93372,17.4342,14.66218,14.83934,0.1222691,1237654669739884626
16.17979,18.4255,16.14334,16.09773,0.1127702,1237654654172070143
13.14856,16.05132,12.98561,12.98561,0.1062903,1237654654171938965
14.89481,16.27297,14.81561,14.81565,0.1114592,1237654654171873333
14.02236,16.94186,14.08869,14.08869,0.1235016,1237654653635985662
14.90708,17.39212,14.95673,14.85297,0.1140849,1237654653635920245
16.26857,17.15834,16.1898,16.2024,0.1128096,1237654653635919928
16.91763,17.8368,16.81036,16.83686,0.1149648,1237654652561654051
16.54053,17.61499,16.4691,16.47159,0.1151345,1237654652561653886
14.03839,16.3026,13.86426,13.88026,0.1146262,1237654652561653883
15.08542,16.65569,15.00291,15.00294,0.1152373,1237654652561653831
14.95955,16.78984,14.96846,14.96847,0.1101007,1237654628400169209
16.55143,18.74611,16.61609,16.47645,0.1278044,1237654605329137953
16.70825,18.00322,16.61463,16.6146,0.1223962,1237654605329137931
13.97618,16.06058,13.84,13.84,0.1248125,1237654605329137794
16.91671,19.34471,16.81179,16.81174,0.122802,1237654605329072383
14.44758,17.13498,14.21732,14.29522,0.1115231,1237654605329006744
14.51023,16.23235,14.43169,14.48306,0.1157475,1237654605329006658
15.42929,17.01005,15.32079,15.32081,0.1273684,1237654605329006635
15.31585,18.99,15.29335,15.23361,0.1041168,1237654601570451467
14.6824,17.94342,15.12348,15.22861,0.1044088,1237654601570451465
13.50965,16.76184,13.58813,13.62886,0.1044262,1237654601570451464
15.17891,16.66322,15.03456,15.05098,0.1071098,1237654601570386085
15.85544,18.29906,15.83697,15.79351,0.06759015,1237654601568682193
14.66569,16.5443,14.52718,14.5951,0.06729945,1237654601568682162
14.1084,16.29048,14.15124,14.15124,0.1200879,1237654601034235941
16.43785,17.89724,16.49459,16.34718,0.1113563,1237654601034170529
15.40206,17.48064,15.19747,15.25496,0.1156922,1237654601034170430
15.00898,17.07317,14.88232,14.88231,0.08607893,1237654601026175190
16.31711,18.00217,16.94663,16.98807,0.08240186,1237654601026175095
14.10629,15.65528,14.02134,14.02133,0.08226566,1237654601026175091
14.58536,17.41358,14.34735,14.45359,0.08487242,1237654601026175068
15.41259,17.41397,15.43696,15.42763,0.0541169,1237654599953481746
15.83391,18.10217,15.73367,15.73367,0.05709963,1237654599953416329
14.28697,16.24263,14.18434,14.18435,0.03743576,1237654399699124247
15.36603,16.8204,15.23983,15.25488,0.0322978,1237654399699058749
16.99455,18.59978,17.01273,16.95807,0.02171142,1237654399689621625
14.54117,16.78533,14.58842,14.58826,0.02252483,1237654399689556171
17.10563,19.08505,17.12661,17.06344,0.02246322,1237654399689556113
16.4121,18.30458,16.38473,16.32677,0.05445044,1237655109454266500
15.2313,16.67054,15.15651,15.15651,0.0519027,1237655109454266372
15.70209,17.08495,15.54356,15.61446,0.04721377,1237655108913594468
14.38167,16.28039,14.27368,14.27371,0.04872195,1237655108913594378
12.83599,15.72638,12.84402,12.84392,0.04490854,1237655108902584442
17.25664,19.43826,17.23489,17.19855,0.06464403,1237655108898980064
14.43503,17.06609,14.26789,14.3218,0.06460153,1237655108898979844
15.5287,17.28289,15.41993,15.41992,0.06478243,1237655108898914500
16.85693,19.00641,16.83251,16.77776,0.06587721,1237655108898914492
16.42778,17.68474,16.28743,16.34835,0.03208186,1237655106768207962
13.24102,16.70967,13.22275,13.25294,0.03969768,1237654953203531789
15.67686,18.49213,15.63986,15.61353,0.02487607,1237654948913348733
16.25231,17.64541,16.30518,16.18348,0.07760277,1237654881812545849
15.27532,16.93105,15.15872,15.1587,0.1299269,1237654880207765798
16.21466,17.11827,16.18216,16.20112,0.04774871,1237654875361378383
16.01195,17.70025,16.04582,16.01135,0.03369395,1237654874824245357
14.92759,17.76984,14.94124,14.92101,0.03480545,1237654874824245338
14.09387,16.36929,14.08593,14.09692,0.03478312,1237654874824245265
14.72746,17.2324,14.74992,14.67183,0.03436049,1237654874824179773
15.66866,17.59129,15.76217,15.58655,0.07759269,1237654670272561322
15.59626,17.78404,15.62721,15.57576,0.1210458,1237654669739950159
15.9469,17.73707,15.8083,15.80829,0.04612124,1237654654179803317
15.57331,17.14284,15.48566,15.48568,0.0561874,1237654654179803289
13.10284,16.14198,12.93534,12.95472,0.06036535,1237654654179737747
12.63526,15.43864,12.66757,12.70195,0.04626092,1237654653642997820
14.98428,17.37189,14.74594,14.85491,0.03898302,1237654653642932418
13.35885,15.48392,13.30393,13.30397,0.04288811,1237654653642932295
14.7217,17.63254,14.74355,14.69171,0.1115158,1237654652561588590
15.12419,16.83496,15.02985,15.02985,0.1020559,1237654627326820628
16.54616,17.84754,16.63853,16.49936,0.05187665,1237654610141249558
14.40356,16.39368,14.33986,14.33987,0.05136186,1237654610141249556
16.68257,18.90145,16.62909,16.62909,0.04229364,1237654609606279302
16.64847,18.15815,16.71925,16.58258,0.04488739,1237654609606279206
14.10208,16.43076,13.98287,14.03094,0.0461521,1237654609606148156
15.73082,16.97801,15.67946,15.67946,0.04080046,1237654609606148138
15.25218,17.25533,15.23579,15.23579,0.1121227,1237654605865222300
16.66361,18.73008,16.61395,16.61395,0.0642892,1237654605863583845
15.45961,18.48951,15.42346,15.37613,0.06685874,1237654605863518421
13.65623,16.26813,13.46414,13.50619,0.06000157,1237654605863452834
15.2115,17.40406,15.58443,15.58438,0.094093,1237654605856309258
13.29882,15.46428,13.24018,13.24018,0.09442556,1237654605856309257
16.0311,18.69778,15.96182,15.96182,0.09067235,1237654605856243957
15.53268,17.84698,15.19385,15.42008,0.1104214,1237654604792135835
15.6656,17.85564,15.70879,15.57955,0.1078289,1237654604792070364
16.13632,17.81141,15.94792,15.99909,0.1506845,1237654604791546018
14.38882,16.51854,14.40411,14.40411,0.1500981,1237654604791545959
14.6897,16.74752,14.49578,14.58646,0.1494754,1237654604791545888
13.5612,16.38924,13.47559,13.52451,0.1489001,1237654604791545887
15.44118,17.27819,15.27907,15.31469,0.1037244,1237654604776472806
15.69973,17.68619,15.44512,15.5496,0.108621,1237654604776472790
16.48632,18.66615,16.48603,16.40291,0.1026371,1237654604776472776
13.85765,15.58687,13.63763,13.63764,0.1054813,1237654604776407246
15.78551,17.03654,15.671,15.69309,0.1051838,1237654604253233354
14.5547,16.39591,14.45476,14.45477,0.1048448,1237654604253233185
15.4295,16.37476,15.31798,15.32832,0.1048372,1237654604253233184
15.98468,17.34365,15.93675,15.93675,0.1029923,1237654604253167748
16.0069,18.28342,16.03426,15.98535,0.1040652,1237654604253167697
15.38317,16.72802,15.28707,15.28707,0.05706058,1237654602641244319
16.38928,18.7809,16.4207,16.26683,0.06362505,1237654602106732720
15.79607,17.57489,15.71342,15.71344,0.06791459,1237654602106732699
15.80697,17.27877,15.67807,15.7055,0.06510352,1237654602106732681
13.927,16.19431,13.77943,13.77943,0.06430899,1237654602106732592
15.40261,18.21144,15.42868,15.14584,0.105484,1237654602098409561
14.91156,16.71657,14.90972,14.90972,0.0930924,1237654602098344230
13.6892,17.28083,13.69938,13.69083,0.1357194,1237654601571106901
15.28297,17.96392,15.29056,15.27701,0.1327581,1237654601571106889
15.54726,16.95733,15.41889,15.42681,0.1323911,1237654601571041490
15.06812,16.29265,14.92105,14.92105,0.1293018,1237654601571041343
15.31615,18.34212,15.34903,15.22593,0.07702061,1237654601018573164
14.34052,16.53819,14.28346,14.28348,0.0747016,1237654601018572833
13.93749,16.51065,13.73288,13.73292,0.1139404,1237654600497365149
14.91441,17.36891,14.96852,14.86549,0.1183906,1237654600497365012
15.37629,17.01053,15.28458,15.28458,0.1116999,1237655124465483921
16.10434,17.16439,16.02429,16.02429,0.1118686,1237655124465483965
15.63807,17.3262,15.45301,15.49339,0.1118115,1237655124465483999
14.14496,16.05834,14.02501,14.02502,0.1085195,1237655124465484020
16.37535,17.50208,16.23586,16.2694,0.1092912,1237655124465484022
15.65012,17.57206,15.97811,15.97811,0.1081402,1237655124465484023
16.49304,18.48468,16.52921,16.43503,0.1075193,1237655124465549363
15.13141,17.25128,15.16606,15.07389,0.02129565,1237655128767332787
14.865,18.05178,14.49531,14.74282,0.1261214,1237655473974345996
13.9275,16.43994,13.94238,13.97202,0.0884086,1237655473436360831
15.67107,18.39908,15.68298,15.63738,0.08459476,1237655473436295765
14.12437,16.13036,13.96936,13.96962,0.0446578,1237655465930653734
14.20143,16.38237,14.3154,14.3154,0.05011864,1237655465930588299
16.82163,19.03933,16.78349,16.78351,0.05605431,1237655465930522846
16.06161,18.34402,16.08757,15.92894,0.03021755,1237655373573980487
15.7984,17.07635,15.63279,15.67342,0.1481979,1237655743485575492
13.27222,16.81393,13.13331,13.13325,0.1456107,1237655743485575197
14.84496,16.56782,14.8494,14.8494,0.1447739,1237655743485575194
14.45087,16.80476,14.32778,14.34086,0.115911,1237655743485509736
17.47974,18.65602,17.3187,17.34665,0.1139694,1237655743485051204
15.25448,17.2582,15.14435,15.14435,0.1130608,1237655743485051105
14.57439,16.16736,14.46821,14.47053,0.1166825,1237655743485051017
14.68626,16.26015,14.55807,14.55808,0.1150351,1237655743485050967
14.7935,16.72769,14.75941,14.7594,0.09049363,1237655743484330109
14.6234,16.7352,14.48504,14.54191,0.09035542,1237655743484330087
15.1856,16.80696,15.13615,15.13614,0.09170792,1237655743484330046
15.30767,17.66682,15.30105,15.30105,0.112848,1237655743483281638
14.55566,17.08341,14.65237,14.51642,0.1073015,1237655743483281580
15.33515,17.62265,15.35582,15.28554,0.1050591,1237655743483281567
17.09007,19.59464,17.09104,17.05116,0.1129024,1237655743482757400
16.06088,17.54929,15.87724,15.91275,0.1104546,1237655743482757360
14.18458,16.18721,14.04184,14.04183,0.1080855,1237655743482757156
15.72225,18.15819,15.76764,15.63803,0.1062787,1237655743482691805
15.71101,17.0824,15.58748,15.6075,0.1055752,1237655743482691702
15.39649,16.81119,15.26725,15.26726,0.1483498,1237655692479102982
15.25954,17.07741,15.11032,15.14529,0.1508596,1237655692479037882
16.1832,18.58251,16.16428,16.13345,0.1493939,1237655692479037791
14.14339,16.27039,14.00875,14.00876,0.1488359,1237655692479037666
14.85613,17.29812,14.70819,14.729,0.1543974,1237655692478972232
15.05887,17.21727,14.87049,14.90111,0.1565823,1237655692478972061
16.78007,18.52067,16.77036,16.66481,0.1597083,1237655691940331751
14.55388,16.40156,14.6036,14.60369,0.158116,1237655691940266371
15.55687,16.97607,15.42568,15.45234,0.1591615,1237655691940266355
17.49101,18.97163,17.47155,17.45656,0.1645376,1237655691940266337
16.3093,18.06971,16.38428,16.30529,0.2253235,1237655691404968127
14.80056,17.86385,14.82425,14.67503,0.2376738,1237655691404902756
17.3945,18.89783,17.42401,17.42401,0.2294499,1237655691404902745
16.79808,17.88635,16.84345,16.74094,0.2200031,1237655691404902574
16.41282,17.49665,16.35536,16.35535,0.0574601,1237655503498314153
13.94407,16.35326,13.77896,13.80806,0.05755644,1237655503498313767
16.38893,18.26015,16.47852,16.38446,0.06003949,1237655503498248707
14.79601,17.3133,14.80318,14.75093,0.06110752,1237655503498183177
14.78975,16.51022,14.66244,14.66242,0.05345269,1237655503498183074
14.13851,17.99782,14.12432,14.10609,0.108391,1237655495981990086
12.49951,15.83727,12.34173,12.36793,0.1099748,1237655495981793339
16.15405,17.56256,16.08194,16.08195,0.03601779,1237655473969299957
14.9108,16.75604,15.25343,15.25343,0.0336145,1237655473969299673
13.71819,16.29462,14.17551,14.17552,0.03366923,1237655473969299672
14.89048,17.87927,14.88263,14.82655,0.03590434,1237655473968972081
15.86044,17.17411,15.75369,15.78218,0.03120546,1237655473968906690
16.74622,18.65533,16.79592,16.73314,0.02488983,1237655473968841043
15.8885,17.5452,15.92232,15.84839,0.0313568,1237655473968840945
14.81237,17.47066,14.89061,14.80392,0.03153074,1237655473968840815
13.7979,15.77291,13.78709,13.80095,0.03163551,1237655473968840814
15.4883,18.31852,15.49017,15.49017,0.02605276,1237655473968775626
14.19651,17.10166,14.07362,14.16335,0.0236591,1237655473967136890
16.23003,17.42889,16.11479,16.13416,0.08824704,1237655473436361135
14.34656,17.22644,14.37803,14.3484,0.03822024,1237655473432101295
15.62925,18.25316,15.62179,15.61206,0.03184264,1237655473429741825
13.57084,15.62898,13.51063,13.51063,0.03224673,1237655473429741692
16.84589,18.90174,16.85384,16.75004,0.05288099,1237655465930522935
15.21762,18.04627,15.28933,15.19666,0.04825468,1237655465930457311
14.77322,17.11476,14.62695,14.68421,0.02939068,1237655465385394461
17.08092,18.15671,16.9322,16.99815,0.02798104,1237655463784284387
16.34206,17.39878,16.25859,16.29406,0.03182313,1237655375185117425
16.14097,19.13046,16.10004,15.96069,0.03227677,1237655374647918862
15.77272,18.70298,15.87319,15.64117,0.03313956,1237655374647918701
13.46254,15.55134,13.34714,13.34714,0.02980347,1237655374647853180
14.47496,16.4709,14.34726,14.35644,0.03129909,1237655370364354632
13.25323,15.43721,13.15933,13.15933,0.0313287,1237655370364354565
13.50756,16.39811,13.49167,13.525,0.04499787,1237655370364223569
14.53111,16.33264,14.52799,14.52799,0.03771282,1237655370364223561
14.22499,16.30747,14.07377,14.07371,0.02326898,1237655368760229914
16.16451,18.37565,16.13106,16.13104,0.02459004,1237655368760164504
16.91182,18.30811,16.69669,16.79126,0.02422529,1237655368760164476
14.12984,16.22827,14.08179,14.08178,0.02420812,1237655368760164378
14.09489,16.58181,14.04942,14.04943,0.02602188,1237655368760098952
16.49236,17.93203,16.38675,16.38676,0.02590593,1237655368760098912
16.79437,17.79372,16.6995,16.70857,0.0340886,1237655368758788270
13.6406,16.41516,13.49348,13.56921,0.0252073,1237655130376241254
16.17655,17.0799,16.07328,16.07328,0.04540968,1237655128762810629
14.5061,16.91348,14.41199,14.41934,0.04911759,1237655128762744915
15.89712,17.13239,15.78979,15.80329,0.09947244,1237655742947262473
13.24333,16.1807,13.0907,13.0907,0.09839377,1237655742947262470
15.2456,17.00099,15.76935,15.76935,0.09772668,1237655742947197070
16.48584,17.66719,16.37495,16.37494,0.1197681,1237655742946738374
16.69424,19.04974,16.60686,16.60686,0.119774,1237655742946673042
17.3413,19.12447,17.29519,17.29519,0.1168353,1237655742946673034
15.74588,17.78201,15.69394,15.69396,0.1208267,1237655742946672967
15.82777,17.22269,15.75356,15.75356,0.1208402,1237655742946672966
16.88392,19.34569,16.36773,16.61909,0.1173611,1237655742946672960
14.98171,16.73862,14.8812,14.88118,0.1111914,1237655742946672910
15.18023,16.68157,15.05343,15.05342,0.118943,1237655742946672782
15.30312,16.88113,15.33441,15.33453,0.1189926,1237655742946672748
14.331,16.51682,14.28347,14.28347,0.1187917,1237655742946672747
14.1972,16.93178,13.997,14.09881,0.1195864,1237655742946672691
13.57769,16.59908,13.42423,13.4831,0.1046562,1237655742410260642
14.24645,16.05305,14.1109,14.11091,0.09714489,1237655742410195023
14.36939,16.23195,14.26657,14.26657,0.09377379,1237655742409867289
15.10145,17.18419,14.88756,14.9635,0.1101132,1237655742409801806
16.75039,18.22668,16.75758,16.66018,0.1068193,1237655742409736462
14.58731,16.66291,14.46762,14.54784,0.1107359,1237655742409736258
14.57328,16.27674,14.4283,14.4283,0.07724793,1237655742405672966
13.43655,16.42817,13.37554,13.38741,0.06272034,1237655742404559043
15.8412,17.35758,15.86217,15.86223,0.1246593,1237655501889994956
14.29536,17.20029,14.40421,14.40527,0.1238628,1237655501889994832
17.22029,18.86105,17.20855,17.20855,0.1125213,1237655501889929814
16.2065,18.69306,16.16656,16.16656,0.1059351,1237655501889929661
16.52364,19.26807,16.4698,16.45053,0.01906696,1237655501884358970
16.29103,17.78384,16.15646,16.1729,0.01865246,1237655501884293573
13.5586,15.65054,13.45966,13.45967,0.01872848,1237655501884293289
14.6775,16.9042,14.58054,14.60245,0.02029979,1237655501884227787
16.85901,18.718,16.86544,16.80146,0.1847198,1237655498137206990
16.80087,18.36502,16.49969,16.63279,0.1679928,1237655498135765176
14.24665,18.15571,14.21947,14.18334,0.02329341,1237655474505580845
14.95504,16.55001,14.91678,14.91682,0.01360013,1237655474504073496
15.61074,17.55237,15.45046,15.52554,0.02845252,1237655472358228205
14.72579,17.32259,14.71926,14.67703,0.03872541,1237655471822209218
14.32063,15.97627,14.19726,14.21309,0.03473806,1237655471822209115
17.20155,18.2669,17.12755,17.12755,0.1078916,1237655469135692305
14.23516,16.84716,14.11978,14.11978,0.1073895,1237655469135692130
14.33546,17.65559,14.35817,14.25879,0.1111166,1237655469135692013
14.72724,16.40618,14.67693,14.67691,0.1062877,1237655469135626467
15.15919,16.74356,15.09285,15.09286,0.1056316,1237655469135626444
16.38663,18.71846,16.36236,16.36236,0.1095893,1237655469135495480
16.58621,17.96624,16.48177,16.49,0.1093383,1237655468597182871
15.59966,17.26073,15.40649,15.42989,0.1074892,1237655468597182863
14.89854,17.45247,14.64918,14.78347,0.04528166,1237655465922199634
16.18063,17.14732,16.09548,16.09767,0.02967456,1237655465385459816
16.09878,17.63789,15.90493,15.95713,0.03495936,1237655465383428182
13.44404,16.60851,13.28506,13.28649,0.03428279,1237655465383428181
