objid,specobjid,Group,RA,Dec,M_r,Lum,z,dist2BGG,lgm,sfr,sSFR,rank_dist,BGG_ID,rank_M,RA_BGG,Dec_BGG,M_BGG
1237651192433279182,504415559648045056,7069,134.387334675,54.971740492,-19.863065,6564868028.101443,0.038087218,6.624466997918175,9.693874,-0.3010956,-9.9949696,3,9974,4,134.436888853,55.073273103,-22.172776
1237651250968199288,682320671992211456,2539,215.329762352,61.579246461,-21.851011,40964192658.43886,0.036760053,0.0,10.9962,-1.057849,-12.054049,1,56123,1,215.329762352,61.579246461,-21.851011
1237651251486785701,505605780985112576,2318,133.162664671,53.47806227,-21.057788,19729460060.335014,0.031681096,10.23064282777073,10.66437,-1.742188,-12.406558,3,23130,3,133.020617451,53.617307546,-22.747075
1237648704594313500,348000411447224320,2454,222.719139793,0.094502375,-21.421665,27584556129.445786,0.043360998,8.501511671808721,10.78954,-1.614082,-12.403622,7,18894,2,222.748835979,-0.03750439,-22.550685
1237648705131053204,347996838034434048,5232,222.509032938,0.578780558,-21.371595,26341348248.082775,0.04111351,1.7958305939604264,10.68184,-1.506484,-12.188324,2,6114,2,222.489099895,0.558296006,-22.047289
1237648705131118779,346939377156384768,5232,222.535613288,0.614590464,-19.854297,6512066097.583241,0.041137579,4.588160245540999,10.02839,-0.3649438,-10.3933338,5,6114,4,222.489099895,0.558296006,-22.047289
1237648721771823351,326648719380342784,3126,189.693647067,0.32253107,-20.310265,9910738107.439476,0.023938204,4.69100000006597,10.27747,-1.398573,-11.676043,2,14194,3,189.754670505,0.365546508,-22.087241
1237651272961490958,502233303928039424,11252,129.174854651,53.727225496,-21.826551,40051648862.55507,0.031914619,0.0,10.91903,-1.483849,-12.402879,1,17936,1,129.174854651,53.727225496,-21.826551
1237651274036871311,2008615403651098624,1145,132.481437167,57.121992288,-21.530845,30502680096.358418,0.042071654,2.6410832142647576,10.53293,0.3731235,-10.1598065,4,42442,2,132.437019362,57.156430741,-21.919576
1237651496830238876,488730201392441344,2975,116.782600605,43.314051102,-22.355134,65170882206.2588,0.042120868,0.0,11.27564,-1.432092,-12.707732,1,18286,1,116.782600605,43.314051102,-22.355134
1237651496830239120,488732400415696896,2975,116.703562857,43.374829626,-21.9887,46502896029.84569,0.042024352,5.256107329403062,11.09221,-1.579959,-12.672169,2,18286,2,116.782600605,43.314051102,-22.355134
1237651251486589158,505612927810693120,2318,132.823759529,53.172024129,-19.953512,7135177805.279288,0.031315085,28.933806393194967,10.1808,-1.982194,-12.162994,8,23130,4,133.020617451,53.617307546,-22.747075
1237650371552215263,367193767691708416,4776,172.143558743,-1.629571722,-22.364347,65726241768.67687,0.043743292,15.673023531638774,11.22216,-0.9398491,-12.1620091,6,21799,2,172.363770946,-1.746921459,-22.453293
1237648721249435820,347986667551877120,2454,222.748835979,-0.03750439,-22.550685,78032226706.11517,0.043557509,0.0,11.35226,-0.7933003,-12.1455603,1,18894,1,222.748835979,-0.03750439,-22.550685
1237648721754652794,301914650390325248,2491,150.373737636,0.257196543,-20.562022,12497087194.885471,0.03484289,5.13249471671515,10.40068,-1.536158,-11.936838,2,11147,2,150.298371429,0.225689884,-22.329443
1237651272424161371,499938622892435456,428,128.687697511,52.71567768,-22.675977,87577148395.69174,0.045337763,9.077846121012865,11.12329,-0.7597142,-11.8830042,10,39715,2,128.893483404,52.788891254,-22.964219
1237651272962211932,502297900236171264,2055,131.105993502,55.024345376,-20.905428,17146330870.68621,0.025260262,1.921677380785928,10.55095,-1.624726,-12.175676,2,33556,4,131.158497561,55.01891698,-22.205302
1237651274035363888,502245398555944960,993,128.422190183,54.549319096,-22.446775,70910410579.9525,0.031885176,0.0,11.20951,-1.341531,-12.551041,1,20137,1,128.422190183,54.549319096,-22.446775
1237648721792729473,385209254237202432,1719,237.37511038,0.345862003,-19.595614,5131514967.688691,0.032528708,11.890921447905091,9.848671,-1.435753,-11.284424,7,12188,4,237.498065558,0.201994357,-22.18449
1237648722284052865,526973690160637952,5210,133.406017748,0.736020828,-20.845465,16225048362.902088,0.04195417,10.200044713559532,10.81833,0.2786993,-10.5396307,6,21851,3,133.518347475,0.85323147,-22.036853
1237651497367240958,1954563663872419840,2975,116.548843707,43.646148603,-21.265893,23897760259.17776,0.042114481,23.43033478459345,10.71082,-1.415301,-12.126121,8,18286,3,116.782600605,43.314051102,-22.355134
1237651190815719612,492045228799191040,1977,120.402833813,41.990926327,-20.994848,18618264679.735085,0.033218385,21.45067042446102,10.49914,-1.254905,-11.754045,6,536988,3,120.85031091,41.914729637,-22.569366
1237650371552280661,367192393302173696,4776,172.29059842,-1.711687092,-22.045925,49019626740.80669,0.04629133,5.100926135364513,11.0334,-1.230665,-12.264065,4,21799,3,172.363770946,-1.746921459,-22.453293
1237650371552346155,367196241592870912,4776,172.363770946,-1.746921459,-22.453293,71337387390.0383,0.0442197,0.0,11.15656,-1.280555,-12.437115,1,21799,1,172.363770946,-1.746921459,-22.453293
1237650797288226901,526970391625754624,5210,133.518347475,0.85323147,-22.036853,48611743759.54781,0.041820464,0.0,10.96947,-1.132013,-12.101483,1,21851,1,133.518347475,0.85323147,-22.036853
1237651272425734156,504473009130596352,1464,132.595033749,55.378726615,-22.45134,71209182502.55484,0.031202492,0.0,11.21834,-1.338994,-12.557334,1,22254,1,132.595033749,55.378726615,-22.45134
1237651272441790574,560807313422706688,2252,209.617424347,65.262885787,-20.724554,14515152399.618645,0.032751559,22.43885793250871,10.60182,-0.08720114,-10.68902114,8,45578,3,209.473051131,64.910976419,-23.031369
1237651273498558617,502258867573385216,993,129.01496944,54.430753668,-21.117497,20844851234.440903,0.032973081,22.88045229270799,10.77909,-1.742359,-12.521449,13,20137,4,128.422190183,54.549319096,-22.446775
1237651191895752745,505604406595577856,2318,133.020617451,53.617307546,-22.747075,93503959110.44975,0.031511985,0.0,11.35979,-1.252072,-12.611862,1,23130,1,133.020617451,53.617307546,-22.747075
1237651496830501270,488739822119184384,718,117.2397776,43.786579071,-21.21944,22896863758.66475,0.031905573,4.774935834019665,10.56013,0.2900581,-10.2700719,4,39602,2,117.341561806,43.767234541,-22.45006
1237651535483437209,502260791718733824,993,128.898246313,54.544649611,-21.511567,29965863714.17921,0.031670068,17.35216258607633,10.94931,-0.4371931,-11.3865031,10,20137,2,128.422190183,54.549319096,-22.446775
1237651250945523962,494435841972660224,4010,123.665126323,45.657842807,-20.334928,10138441509.89443,0.040420324,8.788217528215178,10.30894,-0.3401631,-10.6491031,6,29405,4,123.721774007,45.792004679,-21.922861
1237651250945589502,496595282658617344,4010,123.842596585,45.742084881,-20.486535,11657730199.17645,0.040521823,6.15483548704305,10.04909,-0.1217403,-10.1708303,4,29405,3,123.721774007,45.792004679,-21.922861
1237651250945589506,496596107292338176,4010,123.899359688,45.717613923,-21.518541,30158962689.70662,0.040487637,9.080646956253732,10.88368,-1.475106,-12.358786,7,29405,2,123.721774007,45.792004679,-21.922861
1237650371552346120,367193217935894528,4776,172.324711065,-1.708011925,-21.935949,44297539084.56154,0.044022353,3.463306121763362,10.90268,1.125739,-9.776941,2,21799,4,172.363770946,-1.746921459,-22.453293
1237651250439979082,700357330394441728,2074,242.100498153,48.696069754,-20.953324,17919653180.059803,0.044194863,14.71061704789762,10.62069,-1.100078,-11.720768,10,75864,3,241.799535117,48.572553933,-22.069765
1237651250439979238,700365026975836160,2074,241.941016475,48.606906458,-21.409294,27272038417.373116,0.044230301,6.263596193760491,10.82215,-1.448085,-12.270235,5,75864,2,241.799535117,48.572553933,-22.069765
1237651736314773623,608128095060256768,1122,227.882383264,1.763884825,-22.449784,71107203652.63463,0.040248336,0.0,11.254,-1.037864,-12.291864,1,26903,1,227.882383264,1.763884825,-22.449784
1237651190815719555,492041105630586880,1977,120.384619653,42.002318281,-21.836315,40413456819.931915,0.032096867,22.44391645496887,10.98494,-1.418669,-12.403609,7,536988,2,120.85031091,41.914729637,-22.569366
1237651190815719626,492043304653842432,1977,120.427456702,42.005412592,-19.940995,7053391660.437212,0.032255648,20.56196035533603,10.13641,-1.135387,-11.271797,5,536988,4,120.85031091,41.914729637,-22.569366
1237651752919040182,532575427311462400,2079,139.979946757,0.945150242,-20.634109,13354991009.713886,0.018723292,6.130989354101684,10.42299,-1.807159,-12.230149,2,33619,2,140.009040144,1.038291217,-22.33879
1237651752919040221,532573228288206848,2079,139.9987243,0.930946251,-20.017358,7567339177.159195,0.018370269,6.775746631248721,10.05882,-1.750577,-11.809397,3,33619,3,140.009040144,1.038291217,-22.33879
1237651715870359850,3247269130105022464,3772,246.323823588,50.32667814,-20.231339,9215854298.666536,0.04346575,3.626745598964784,10.01783,-0.5484856,-10.5663156,3,103013,4,246.240991173,50.303569568,-22.378876
1237648722307842148,325554156376975360,1300,187.697930949,0.63580067,-19.132313,3349077519.010755,0.025133229,5.636311886232576,9.86115,-2.168485,-12.029635,5,9473,3,187.784877284,0.613706212,-21.891383
1237651714798584020,705980234368837632,3043,249.080911925,46.245188468,-20.288924,9717836770.75244,0.031327698,12.870156916603818,10.03117,-0.1466967,-10.1778667,3,69855,2,248.788280166,46.213918289,-22.538344
1237651736314708252,608026665112594432,1122,227.713954552,1.698034896,-21.394114,26893393101.322006,0.039541612,11.358246902834464,10.72392,-1.586579,-12.310499,11,26903,2,227.882383264,1.763884825,-22.449784
1237651250968199290,682322871015467008,2539,215.287824547,61.582357999,-20.849682,16288188999.178925,0.036397296,1.2692083037534303,10.60789,-1.587123,-12.195013,2,56123,3,215.329762352,61.579246461,-21.851011
1237651250945589326,496593908269082624,4010,123.721774007,45.792004679,-21.922861,43766760250.84261,0.040749441,0.0,10.96404,-1.067401,-12.031441,1,29405,1,123.721774007,45.792004679,-21.922861
1237651250958696543,3245018154455296000,7422,166.986813513,63.87587095,-19.395887,4269281583.9943023,0.044343138,3.1766591879209467,9.881517,-0.6383621,-10.5198791,2,81907,4,166.994367083,63.92631973,-22.024808
1237651272962277503,504482080101525504,2055,131.346748069,55.118750095,-21.394734,26908754719.823975,0.026680913,9.231250623414509,10.74185,-0.6808659,-11.4227159,6,33556,2,131.158497561,55.01891698,-22.205302
1237651737374949472,590141184861562880,7184,196.926453608,3.220953804,-20.487354,11666527255.895252,0.039379105,2.757602231765964,10.28072,0.9086841,-9.3720359,3,45509,3,196.961660613,3.194675342,-22.078402
1237651737374949690,590132663646447616,7184,196.886589594,3.170840966,-19.127758,3335056532.230538,0.039263631,4.941941090691016,8.978126,-0.5032319,-9.4813579,4,45509,4,196.961660613,3.194675342,-22.078402
1237651752929919191,572015741365151744,229,164.835613176,1.598821687,-22.10542,51780709875.735306,0.040300837,17.672850101609253,11.16611,-0.7613464,-11.9274564,24,47129,4,164.554346406,1.606878998,-22.38535
1237651272418132006,488674126299424768,2086,116.930294114,41.386375286,-20.827686,15961525644.325111,0.02906833,12.411697492332722,10.62678,-1.500952,-12.127732,9,490981,2,116.758533832,41.536219112,-22.026446
1237651752415854747,343559202712610816,9995,216.834858851,1.025842952,-22.285289,61110466638.798386,0.026447369,0.0,11.08024,-1.314641,-12.394881,1,31104,1,216.834858851,1.025842952,-22.285289
1237651752415854874,343563051003308032,9995,216.873535781,1.055815727,-19.512559,4753610568.400456,0.026563053,3.074127329065062,9.421911,-0.2390186,-9.6609296,2,31104,4,216.834858851,1.025842952,-22.285289
1237651752415920197,344614734277928960,9995,217.018896646,1.006277406,-21.19629,22413826198.485836,0.026457409,11.626791201801636,10.23991,0.3121536,-9.9277564,4,31104,2,216.834858851,1.025842952,-22.285289
1237651272425734249,504466412060829696,1464,132.721154101,55.418999624,-21.17311,21940372667.6815,0.030937649,5.162604107143041,10.65296,-1.376665,-12.029625,6,22254,2,132.595033749,55.378726615,-22.45134
1237651274035363852,502248697090828288,993,128.356774716,54.559079625,-21.31357,24970543778.629715,0.031538768,2.461253221266871,10.65456,-1.329827,-11.984387,3,20137,3,128.422190183,54.549319096,-22.446775
1237651737930694670,669951160441923584,847,239.957039044,2.667222115,-21.916399,43507046302.50514,0.033676146,2.9486267067570373,12.00417,-0.5268748,-12.5310448,3,67936,2,239.945697026,2.712762856,-22.830765
1237651272962211930,502298449991985152,2055,131.158497561,55.01891698,-22.205302,56770249119.12366,0.025798999,0.0,11.09967,-1.248769,-12.348439,1,33556,1,131.158497561,55.01891698,-22.205302
1237651752919105558,532574327799834624,2079,140.009040144,1.038291217,-22.33879,64197187219.017944,0.018108335,0.0,10.96925,-1.621677,-12.590927,1,33619,1,140.009040144,1.038291217,-22.33879
1237651737382289426,4537569683390001152,587,213.595825063,2.975432158,-21.350956,25845348940.847626,0.026858469,12.263369338419466,,,,12,49994,3,213.713979073,3.130910557,-22.551727
1237651274036871286,504504070334081024,1145,132.455551467,57.091779432,-20.918004,17346090184.03308,0.042627388,4.111041426691409,10.56352,-1.40578,-11.9693,6,42442,4,132.437019362,57.156430741,-21.919576
1237651735235920177,343539411503310848,2892,216.192493241,1.170882591,-20.53365,12174748541.031528,0.040244774,3.4330741666676454,10.37909,-1.56931,-11.9484,4,41798,3,216.138223157,1.177318646,-22.703339
1237651252053475553,708276287965259776,480,249.375656315,44.144491904,-22.477042,72914986546.69844,0.032301813,0.0,11.15717,-0.9965917,-12.1537617,1,34752,1,249.375656315,44.144491904,-22.477042
1237651250439979263,7115727101928075264,2074,241.914966541,48.572884258,-20.628089,13281147500.429974,0.044019384,4.7989773117043075,,,,2,75864,4,241.799535117,48.572553933,-22.069765
1237651274029465878,1954566962407303168,2975,116.58649967,43.508717088,-20.891813,16932660466.662886,0.041907553,15.156450665635736,10.33883,-0.3204414,-10.6592714,5,18286,4,116.782600605,43.314051102,-22.355134
1237651274036871310,504507093991057408,1145,132.469982851,57.119684639,-21.177095,22021048833.424816,0.041331501,2.567820401914903,10.66639,-1.441152,-12.107542,3,42442,3,132.437019362,57.156430741,-21.919576
1237651753485729911,596745401437022208,11078,208.117291532,1.945024189,-21.875236,41888460567.02481,0.033440657,0.0,10.8724,0.2839163,-10.5884837,1,35939,1,208.117291532,1.945024189,-21.875236
1237651753485729932,596744851681208320,11078,208.121362571,1.917146243,-19.680257,5547570115.908702,0.033534889,1.7701801770152277,9.275077,-0.3294338,-9.6045108,2,35939,4,208.117291532,1.945024189,-21.875236
1237651753485861130,4544252509963350016,11078,208.338229641,2.052929483,-21.346464,25738640263.378178,0.033489521,15.44153260533968,,,,4,35939,2,208.117291532,1.945024189,-21.875236
1237651272424751161,502209939305949184,5101,130.140496757,53.726282372,-21.574366,31750195223.691357,0.032046536,14.090802491677316,10.68678,-1.151971,-11.838751,3,40023,2,129.804005202,53.623507487,-22.198784
1237651272424882309,502212138329204736,5101,130.335239112,53.938646435,-21.429838,27792985445.935787,0.032059564,27.94698541625726,10.55116,-0.2375,-10.78866,6,40023,3,129.804005202,53.623507487,-22.198784
